,acousticness,analysis_url,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,type,uri,valence
4757,0.115,https://api.spotify.com/v1/audio-analysis/0n6WH06dJa8wOFGfYPTDJH,0.806,362143,0.676,0n6WH06dJa8wOFGfYPTDJH,0.815,6,0.127,-9.396,0,0.127,128.013,4,https://api.spotify.com/v1/tracks/0n6WH06dJa8wOFGfYPTDJH,audio_features,spotify:track:0n6WH06dJa8wOFGfYPTDJH,0.52
4758,0.000755,https://api.spotify.com/v1/audio-analysis/4imlrCIKD8FyV02qJgRXsm,0.66,381493,0.772,4imlrCIKD8FyV02qJgRXsm,0.759,10,0.215,-10.668,0,0.0547,133.993,4,https://api.spotify.com/v1/tracks/4imlrCIKD8FyV02qJgRXsm,audio_features,spotify:track:4imlrCIKD8FyV02qJgRXsm,0.466
4759,0.402,https://api.spotify.com/v1/audio-analysis/3b3m879PG1gDVNLTRqtQoE,0.546,420489,0.725,3b3m879PG1gDVNLTRqtQoE,0.876,11,0.448,-14.184,0,0.285,129.003,4,https://api.spotify.com/v1/tracks/3b3m879PG1gDVNLTRqtQoE,audio_features,spotify:track:3b3m879PG1gDVNLTRqtQoE,0.132
4760,0.000396,https://api.spotify.com/v1/audio-analysis/15RFpPSbiCAtShQVGgvTOV,0.676,383794,0.708,15RFpPSbiCAtShQVGgvTOV,0.791,8,0.666,-11.11,1,0.0941,131.01,4,https://api.spotify.com/v1/tracks/15RFpPSbiCAtShQVGgvTOV,audio_features,spotify:track:15RFpPSbiCAtShQVGgvTOV,0.145
4761,0.00812,https://api.spotify.com/v1/audio-analysis/1dkSdCmRvbC881mgX8WtyF,0.731,369253,0.905,1dkSdCmRvbC881mgX8WtyF,0.808,7,0.101,-11.28,0,0.0692,129.001,4,https://api.spotify.com/v1/tracks/1dkSdCmRvbC881mgX8WtyF,audio_features,spotify:track:1dkSdCmRvbC881mgX8WtyF,0.388
4762,0.00639,https://api.spotify.com/v1/audio-analysis/7c6e5vq0kGD5LGo1upkgLS,0.706,411435,0.927,7c6e5vq0kGD5LGo1upkgLS,0.842,6,0.13,-10.825,0,0.0603,133.01,4,https://api.spotify.com/v1/tracks/7c6e5vq0kGD5LGo1upkgLS,audio_features,spotify:track:7c6e5vq0kGD5LGo1upkgLS,0.603
4763,0.00168,https://api.spotify.com/v1/audio-analysis/2omIt9HewaujdV1DtYlHlc,0.697,350578,0.564,2omIt9HewaujdV1DtYlHlc,0.945,2,0.115,-11.525,1,0.0921,132.054,4,https://api.spotify.com/v1/tracks/2omIt9HewaujdV1DtYlHlc,audio_features,spotify:track:2omIt9HewaujdV1DtYlHlc,0.0371
4764,0.259,https://api.spotify.com/v1/audio-analysis/3uMkitcUnMcB8b3mHfAsbl,0.796,390386,0.774,3uMkitcUnMcB8b3mHfAsbl,0.921,2,0.107,-13.293,1,0.057,127.987,4,https://api.spotify.com/v1/tracks/3uMkitcUnMcB8b3mHfAsbl,audio_features,spotify:track:3uMkitcUnMcB8b3mHfAsbl,0.204
4765,0.0044,https://api.spotify.com/v1/audio-analysis/3W0pZPXaVOflIr3OLXXIsp,0.818,393856,0.423,3W0pZPXaVOflIr3OLXXIsp,0.869,7,0.0809,-12.81,1,0.116,129.004,4,https://api.spotify.com/v1/tracks/3W0pZPXaVOflIr3OLXXIsp,audio_features,spotify:track:3W0pZPXaVOflIr3OLXXIsp,0.0393
4766,0.0284,https://api.spotify.com/v1/audio-analysis/7mJW2H2lf6NmjGYh5xNtJq,0.615,384660,0.459,7mJW2H2lf6NmjGYh5xNtJq,0.903,1,0.168,-16.491,1,0.0492,120.016,4,https://api.spotify.com/v1/tracks/7mJW2H2lf6NmjGYh5xNtJq,audio_features,spotify:track:7mJW2H2lf6NmjGYh5xNtJq,0.113
4767,0.000125,https://api.spotify.com/v1/audio-analysis/4yDFhjGlhRcS5Ay8mBYuk5,0.724,363643,0.675,4yDFhjGlhRcS5Ay8mBYuk5,0.774,3,0.116,-12.311,1,0.074,129.968,3,https://api.spotify.com/v1/tracks/4yDFhjGlhRcS5Ay8mBYuk5,audio_features,spotify:track:4yDFhjGlhRcS5Ay8mBYuk5,0.326
4768,0.589,https://api.spotify.com/v1/audio-analysis/5vhJ0AbFPgDa94BKRFleCZ,0.68,429232,0.721,5vhJ0AbFPgDa94BKRFleCZ,0.882,1,0.289,-11.602,1,0.059,130.003,4,https://api.spotify.com/v1/tracks/5vhJ0AbFPgDa94BKRFleCZ,audio_features,spotify:track:5vhJ0AbFPgDa94BKRFleCZ,0.065
4769,0.00873,https://api.spotify.com/v1/audio-analysis/6W3ZedJWncZXcNqacwGpY3,0.784,395386,0.778,6W3ZedJWncZXcNqacwGpY3,0.86,11,0.194,-11.315,0,0.0967,127.978,3,https://api.spotify.com/v1/tracks/6W3ZedJWncZXcNqacwGpY3,audio_features,spotify:track:6W3ZedJWncZXcNqacwGpY3,0.103
4770,0.0988,https://api.spotify.com/v1/audio-analysis/5VDy7cBxxvkxbveRgEO4er,0.872,272469,0.528,5VDy7cBxxvkxbveRgEO4er,0.941,7,0.244,-9.941,1,0.159,112.997,4,https://api.spotify.com/v1/tracks/5VDy7cBxxvkxbveRgEO4er,audio_features,spotify:track:5VDy7cBxxvkxbveRgEO4er,0.0673
4771,3.15e-05,https://api.spotify.com/v1/audio-analysis/6QzLCWW9MOH01nW76N2yVf,0.677,345180,0.668,6QzLCWW9MOH01nW76N2yVf,0.847,7,0.0793,-7.103,1,0.0871,104.961,4,https://api.spotify.com/v1/tracks/6QzLCWW9MOH01nW76N2yVf,audio_features,spotify:track:6QzLCWW9MOH01nW76N2yVf,0.0995
4772,0.0164,https://api.spotify.com/v1/audio-analysis/6x9Dn4KLCPB0VbAwbKE3Bg,0.785,235435,0.699,6x9Dn4KLCPB0VbAwbKE3Bg,0.793,8,0.791,-10.079,0,0.236,103.609,4,https://api.spotify.com/v1/tracks/6x9Dn4KLCPB0VbAwbKE3Bg,audio_features,spotify:track:6x9Dn4KLCPB0VbAwbKE3Bg,0.0868
4773,3.1e-06,https://api.spotify.com/v1/audio-analysis/5ej9oqxvbrH1j7AmCHp0oY,0.481,274628,0.838,5ej9oqxvbrH1j7AmCHp0oY,0.85,11,0.159,-8.955,0,0.0479,179.29,4,https://api.spotify.com/v1/tracks/5ej9oqxvbrH1j7AmCHp0oY,audio_features,spotify:track:5ej9oqxvbrH1j7AmCHp0oY,0.0955
4774,0.988,https://api.spotify.com/v1/audio-analysis/6lwQ7DHuq9hBEnDgWJX0TU,0.498,287551,0.2,6lwQ7DHuq9hBEnDgWJX0TU,0.582,9,0.124,-23.609,0,0.0342,75.909,4,https://api.spotify.com/v1/tracks/6lwQ7DHuq9hBEnDgWJX0TU,audio_features,spotify:track:6lwQ7DHuq9hBEnDgWJX0TU,0.178
4775,0.077,https://api.spotify.com/v1/audio-analysis/6YmdV3Mo63i7x7ze0yRjIY,0.786,288000,0.569,6YmdV3Mo63i7x7ze0yRjIY,0.763,11,0.072,-14.713,0,0.0864,109.987,4,https://api.spotify.com/v1/tracks/6YmdV3Mo63i7x7ze0yRjIY,audio_features,spotify:track:6YmdV3Mo63i7x7ze0yRjIY,0.742
4776,0.00033,https://api.spotify.com/v1/audio-analysis/2eQcc7JO4Nc1BSipJlic7G,0.256,369836,0.751,2eQcc7JO4Nc1BSipJlic7G,0.822,7,0.1,-15.626,1,0.053,122.007,4,https://api.spotify.com/v1/tracks/2eQcc7JO4Nc1BSipJlic7G,audio_features,spotify:track:2eQcc7JO4Nc1BSipJlic7G,0.504
4777,0.094,https://api.spotify.com/v1/audio-analysis/2bzZB52Y3CBWzfBiFX15Ub,0.797,116000,0.901,2bzZB52Y3CBWzfBiFX15Ub,0.866,2,0.0611,-11.886,1,0.0495,120.021,4,https://api.spotify.com/v1/tracks/2bzZB52Y3CBWzfBiFX15Ub,audio_features,spotify:track:2bzZB52Y3CBWzfBiFX15Ub,0.805
4778,2.05e-05,https://api.spotify.com/v1/audio-analysis/3anI5ONBHHMedULhyQV4LI,0.747,176327,0.532,3anI5ONBHHMedULhyQV4LI,0.943,9,0.102,-15.731,0,0.166,147.092,4,https://api.spotify.com/v1/tracks/3anI5ONBHHMedULhyQV4LI,audio_features,spotify:track:3anI5ONBHHMedULhyQV4LI,0.819
4779,0.773,https://api.spotify.com/v1/audio-analysis/3YeJEDF8LUS3S6iWsz5KOe,0.603,281905,0.729,3YeJEDF8LUS3S6iWsz5KOe,0.89,6,0.101,-12.868,1,0.0466,126.024,4,https://api.spotify.com/v1/tracks/3YeJEDF8LUS3S6iWsz5KOe,audio_features,spotify:track:3YeJEDF8LUS3S6iWsz5KOe,0.128
4780,0.0197,https://api.spotify.com/v1/audio-analysis/5kOJFq9AInF6GGy7zjObsG,0.69,322689,0.519,5kOJFq9AInF6GGy7zjObsG,0.00144,1,0.0852,-14.842,1,0.0841,118.946,4,https://api.spotify.com/v1/tracks/5kOJFq9AInF6GGy7zjObsG,audio_features,spotify:track:5kOJFq9AInF6GGy7zjObsG,0.268
4781,0.00965,https://api.spotify.com/v1/audio-analysis/5QupYekAnTntK0m6CtJJGp,0.553,119223,0.923,5QupYekAnTntK0m6CtJJGp,0.696,6,0.111,-10.334,1,0.0432,105.992,4,https://api.spotify.com/v1/tracks/5QupYekAnTntK0m6CtJJGp,audio_features,spotify:track:5QupYekAnTntK0m6CtJJGp,0.563
4782,0.00957,https://api.spotify.com/v1/audio-analysis/71cSAskQtAvEYOuZeDB83r,0.659,352750,0.808,71cSAskQtAvEYOuZeDB83r,0.896,1,0.112,-10.381,1,0.0397,107.015,4,https://api.spotify.com/v1/tracks/71cSAskQtAvEYOuZeDB83r,audio_features,spotify:track:71cSAskQtAvEYOuZeDB83r,0.723
4783,0.00233,https://api.spotify.com/v1/audio-analysis/5IVlRdi7RtnvvlYsYm0AWH,0.808,287687,0.527,5IVlRdi7RtnvvlYsYm0AWH,0.777,2,0.111,-9.418,1,0.036,134.034,4,https://api.spotify.com/v1/tracks/5IVlRdi7RtnvvlYsYm0AWH,audio_features,spotify:track:5IVlRdi7RtnvvlYsYm0AWH,0.267
4784,0.00642,https://api.spotify.com/v1/audio-analysis/34Hw7a8edEkke7FqobnQwW,0.616,205714,0.768,34Hw7a8edEkke7FqobnQwW,0.83,11,0.272,-10.961,1,0.0363,105.017,4,https://api.spotify.com/v1/tracks/34Hw7a8edEkke7FqobnQwW,audio_features,spotify:track:34Hw7a8edEkke7FqobnQwW,0.177
4785,0.000285,https://api.spotify.com/v1/audio-analysis/1FFaItoiu4Jjd4Ka9fw2N3,0.528,139038,0.957,1FFaItoiu4Jjd4Ka9fw2N3,0.816,10,0.126,-7.352,0,0.0427,105.034,4,https://api.spotify.com/v1/tracks/1FFaItoiu4Jjd4Ka9fw2N3,audio_features,spotify:track:1FFaItoiu4Jjd4Ka9fw2N3,0.198
4786,0.271,https://api.spotify.com/v1/audio-analysis/70r7HwWFbK2DleOUvjTXJV,0.602,153391,0.825,70r7HwWFbK2DleOUvjTXJV,0.00654,2,0.0829,-6.66,1,0.0283,108.016,4,https://api.spotify.com/v1/tracks/70r7HwWFbK2DleOUvjTXJV,audio_features,spotify:track:70r7HwWFbK2DleOUvjTXJV,0.671
4787,0.000155,https://api.spotify.com/v1/audio-analysis/6S80g764nyRweptuHqKHBX,0.676,220174,0.976,6S80g764nyRweptuHqKHBX,0.584,10,0.0849,-6.728,0,0.0398,115.032,4,https://api.spotify.com/v1/tracks/6S80g764nyRweptuHqKHBX,audio_features,spotify:track:6S80g764nyRweptuHqKHBX,0.791
4788,0.00207,https://api.spotify.com/v1/audio-analysis/5WAyEydpytzNS86QmMSq6J,0.484,258444,0.932,5WAyEydpytzNS86QmMSq6J,0.874,8,0.15,-5.557,1,0.0305,134.027,4,https://api.spotify.com/v1/tracks/5WAyEydpytzNS86QmMSq6J,audio_features,spotify:track:5WAyEydpytzNS86QmMSq6J,0.549
4789,0.038,https://api.spotify.com/v1/audio-analysis/4EnNCB3jWfo5bftzNA8abQ,0.218,113217,0.756,4EnNCB3jWfo5bftzNA8abQ,0.0,8,0.315,-8.024,0,0.0653,104.76,4,https://api.spotify.com/v1/tracks/4EnNCB3jWfo5bftzNA8abQ,audio_features,spotify:track:4EnNCB3jWfo5bftzNA8abQ,0.173
4790,0.00178,https://api.spotify.com/v1/audio-analysis/4VG45VgCa0tS204K9CtBlr,0.569,335598,0.972,4VG45VgCa0tS204K9CtBlr,0.407,10,0.349,-7.643,0,0.0465,94.025,4,https://api.spotify.com/v1/tracks/4VG45VgCa0tS204K9CtBlr,audio_features,spotify:track:4VG45VgCa0tS204K9CtBlr,0.805
4791,0.0695,https://api.spotify.com/v1/audio-analysis/5FrdN1SaNGKlqJ6kKc82qC,0.626,115565,0.658,5FrdN1SaNGKlqJ6kKc82qC,0.925,7,0.0412,-7.712,0,0.0355,116.001,4,https://api.spotify.com/v1/tracks/5FrdN1SaNGKlqJ6kKc82qC,audio_features,spotify:track:5FrdN1SaNGKlqJ6kKc82qC,0.27
4792,0.000489,https://api.spotify.com/v1/audio-analysis/4syg9uM8WOzTlKCsBu8JGs,0.636,445236,0.629,4syg9uM8WOzTlKCsBu8JGs,0.92,2,0.109,-7.413,1,0.042,130.011,4,https://api.spotify.com/v1/tracks/4syg9uM8WOzTlKCsBu8JGs,audio_features,spotify:track:4syg9uM8WOzTlKCsBu8JGs,0.268
4793,6.82e-06,https://api.spotify.com/v1/audio-analysis/6kycyja1IRBw8W4ThnVZ8T,0.636,311931,0.882,6kycyja1IRBw8W4ThnVZ8T,0.875,6,0.143,-7.473,0,0.0335,130.02,4,https://api.spotify.com/v1/tracks/6kycyja1IRBw8W4ThnVZ8T,audio_features,spotify:track:6kycyja1IRBw8W4ThnVZ8T,0.244
4794,0.00333,https://api.spotify.com/v1/audio-analysis/6kxBmkJy4YX0lo99neifi3,0.469,562055,0.87,6kxBmkJy4YX0lo99neifi3,0.84,1,0.111,-8.002,1,0.039,129.986,4,https://api.spotify.com/v1/tracks/6kxBmkJy4YX0lo99neifi3,audio_features,spotify:track:6kxBmkJy4YX0lo99neifi3,0.129
4795,0.991,https://api.spotify.com/v1/audio-analysis/5zBeQm93cWzPZFrV6T0Ph5,0.65,88802,0.472,5zBeQm93cWzPZFrV6T0Ph5,0.318,10,0.243,-16.388,0,0.655,144.904,4,https://api.spotify.com/v1/tracks/5zBeQm93cWzPZFrV6T0Ph5,audio_features,spotify:track:5zBeQm93cWzPZFrV6T0Ph5,0.584
4796,0.982,https://api.spotify.com/v1/audio-analysis/0DpCYYgubhCy2tYCSlMfsa,0.289,115521,0.403,0DpCYYgubhCy2tYCSlMfsa,0.527,0,0.359,-15.754,1,0.0681,123.376,4,https://api.spotify.com/v1/tracks/0DpCYYgubhCy2tYCSlMfsa,audio_features,spotify:track:0DpCYYgubhCy2tYCSlMfsa,0.454
4797,0.783,https://api.spotify.com/v1/audio-analysis/1tk1K8YAhygdVjJsKmLyur,0.5,130562,0.148,1tk1K8YAhygdVjJsKmLyur,0.75,11,0.102,-15.839,1,0.0828,125.085,4,https://api.spotify.com/v1/tracks/1tk1K8YAhygdVjJsKmLyur,audio_features,spotify:track:1tk1K8YAhygdVjJsKmLyur,0.156
4798,0.983,https://api.spotify.com/v1/audio-analysis/1IhwXvX2EDLev0CMpkzQDk,0.573,205668,0.207,1IhwXvX2EDLev0CMpkzQDk,0.959,6,0.347,-22.571,1,0.0907,127.753,4,https://api.spotify.com/v1/tracks/1IhwXvX2EDLev0CMpkzQDk,audio_features,spotify:track:1IhwXvX2EDLev0CMpkzQDk,0.0356
4799,0.931,https://api.spotify.com/v1/audio-analysis/4nVA4BQwODoxqPhYa1K9Ym,0.659,188899,0.789,4nVA4BQwODoxqPhYa1K9Ym,0.942,9,0.0729,-13.158,1,0.244,106.744,4,https://api.spotify.com/v1/tracks/4nVA4BQwODoxqPhYa1K9Ym,audio_features,spotify:track:4nVA4BQwODoxqPhYa1K9Ym,0.0315
4800,0.729,https://api.spotify.com/v1/audio-analysis/5cJlLZsj6uRIrRtCEJhws7,0.975,161942,0.722,5cJlLZsj6uRIrRtCEJhws7,0.935,11,0.661,-6.925,0,0.315,110.523,4,https://api.spotify.com/v1/tracks/5cJlLZsj6uRIrRtCEJhws7,audio_features,spotify:track:5cJlLZsj6uRIrRtCEJhws7,0.289
4801,0.777,https://api.spotify.com/v1/audio-analysis/3BkTwxrYV6wRERg3eqMerb,0.588,317817,0.0692,3BkTwxrYV6wRERg3eqMerb,0.0195,9,0.125,-15.004,0,0.221,120.097,4,https://api.spotify.com/v1/tracks/3BkTwxrYV6wRERg3eqMerb,audio_features,spotify:track:3BkTwxrYV6wRERg3eqMerb,0.394
4802,0.0129,https://api.spotify.com/v1/audio-analysis/5KnkrfyaHwdheiU8BIQ1cZ,0.331,401434,0.411,5KnkrfyaHwdheiU8BIQ1cZ,0.779,2,0.121,-9.986,1,0.0429,114.387,4,https://api.spotify.com/v1/tracks/5KnkrfyaHwdheiU8BIQ1cZ,audio_features,spotify:track:5KnkrfyaHwdheiU8BIQ1cZ,0.0285
4803,0.00158,https://api.spotify.com/v1/audio-analysis/0u71RJ60NefeMQEIAd1CDE,0.371,254186,0.766,0u71RJ60NefeMQEIAd1CDE,0.719,4,0.081,-4.859,1,0.0449,118.055,4,https://api.spotify.com/v1/tracks/0u71RJ60NefeMQEIAd1CDE,audio_features,spotify:track:0u71RJ60NefeMQEIAd1CDE,0.0539
4804,0.391,https://api.spotify.com/v1/audio-analysis/1fPfQF2kzeWRByv7UQCt42,0.236,260021,0.55,1fPfQF2kzeWRByv7UQCt42,0.833,2,0.113,-6.054,1,0.0461,109.542,4,https://api.spotify.com/v1/tracks/1fPfQF2kzeWRByv7UQCt42,audio_features,spotify:track:1fPfQF2kzeWRByv7UQCt42,0.103
4805,0.117,https://api.spotify.com/v1/audio-analysis/0ZIaTpCarBmMC0hjsYeStK,0.335,265499,0.54,0ZIaTpCarBmMC0hjsYeStK,0.614,9,0.133,-6.121,1,0.0571,119.607,4,https://api.spotify.com/v1/tracks/0ZIaTpCarBmMC0hjsYeStK,audio_features,spotify:track:0ZIaTpCarBmMC0hjsYeStK,0.0862
4806,0.266,https://api.spotify.com/v1/audio-analysis/3KZxaVUkeRynpaFWfJ3Jw5,0.185,331939,0.858,3KZxaVUkeRynpaFWfJ3Jw5,0.86,4,0.114,-1.401,0,0.0452,127.554,4,https://api.spotify.com/v1/tracks/3KZxaVUkeRynpaFWfJ3Jw5,audio_features,spotify:track:3KZxaVUkeRynpaFWfJ3Jw5,0.176
4807,0.157,https://api.spotify.com/v1/audio-analysis/28m0Dbxu5h3ouJPtJygAXv,0.151,296280,0.646,28m0Dbxu5h3ouJPtJygAXv,0.0394,11,0.0982,-3.478,0,0.151,138.841,4,https://api.spotify.com/v1/tracks/28m0Dbxu5h3ouJPtJygAXv,audio_features,spotify:track:28m0Dbxu5h3ouJPtJygAXv,0.0913
4808,0.0523,https://api.spotify.com/v1/audio-analysis/1zLPUX08bvIerSAqi11Z5b,0.22,543625,0.741,1zLPUX08bvIerSAqi11Z5b,0.896,2,0.142,-7.4,1,0.0938,133.859,4,https://api.spotify.com/v1/tracks/1zLPUX08bvIerSAqi11Z5b,audio_features,spotify:track:1zLPUX08bvIerSAqi11Z5b,0.0422
4809,0.117,https://api.spotify.com/v1/audio-analysis/51AN4NhnW88f1mpYs2Nml4,0.362,299970,0.701,51AN4NhnW88f1mpYs2Nml4,0.0,10,0.13,-6.604,0,0.0414,97.026,4,https://api.spotify.com/v1/tracks/51AN4NhnW88f1mpYs2Nml4,audio_features,spotify:track:51AN4NhnW88f1mpYs2Nml4,0.361
4810,0.898,https://api.spotify.com/v1/audio-analysis/6Ae16Vpun53ag48XIDGwji,0.496,305703,0.495,6Ae16Vpun53ag48XIDGwji,4.47e-05,9,0.435,-8.623,0,0.0322,106.003,4,https://api.spotify.com/v1/tracks/6Ae16Vpun53ag48XIDGwji,audio_features,spotify:track:6Ae16Vpun53ag48XIDGwji,0.285
4811,0.736,https://api.spotify.com/v1/audio-analysis/5px6GXchaOpIB8ImYJvbmI,0.219,393579,0.252,5px6GXchaOpIB8ImYJvbmI,0.0,2,0.142,-8.826,0,0.0351,79.811,4,https://api.spotify.com/v1/tracks/5px6GXchaOpIB8ImYJvbmI,audio_features,spotify:track:5px6GXchaOpIB8ImYJvbmI,0.0388
4812,0.921,https://api.spotify.com/v1/audio-analysis/2STah6Et7fbUV5WXJKlQfc,0.388,282740,0.477,2STah6Et7fbUV5WXJKlQfc,3.71e-05,9,0.101,-7.749,0,0.0357,77.029,4,https://api.spotify.com/v1/tracks/2STah6Et7fbUV5WXJKlQfc,audio_features,spotify:track:2STah6Et7fbUV5WXJKlQfc,0.19
4813,0.837,https://api.spotify.com/v1/audio-analysis/55FphODlePkDWbNLHEE7UL,0.312,586518,0.526,55FphODlePkDWbNLHEE7UL,0.000123,6,0.125,-8.215,1,0.0503,120.066,4,https://api.spotify.com/v1/tracks/55FphODlePkDWbNLHEE7UL,audio_features,spotify:track:55FphODlePkDWbNLHEE7UL,0.0524
4814,0.989,https://api.spotify.com/v1/audio-analysis/2sRqRROIq4XDiPYaB4vwkw,0.247,289968,0.102,2sRqRROIq4XDiPYaB4vwkw,0.000267,11,0.0962,-12.935,0,0.0396,66.912,4,https://api.spotify.com/v1/tracks/2sRqRROIq4XDiPYaB4vwkw,audio_features,spotify:track:2sRqRROIq4XDiPYaB4vwkw,0.039
4815,0.801,https://api.spotify.com/v1/audio-analysis/10lC7KDDQOhfs9HQLFHmss,0.332,284640,0.48,10lC7KDDQOhfs9HQLFHmss,9.9e-05,1,0.169,-7.634,0,0.152,92.469,3,https://api.spotify.com/v1/tracks/10lC7KDDQOhfs9HQLFHmss,audio_features,spotify:track:10lC7KDDQOhfs9HQLFHmss,0.251
4816,0.41,https://api.spotify.com/v1/audio-analysis/6iZUMnyTlmd5XrfWoVIii1,0.279,411459,0.771,6iZUMnyTlmd5XrfWoVIii1,7.22e-06,1,0.109,-5.14,0,0.111,105.905,5,https://api.spotify.com/v1/tracks/6iZUMnyTlmd5XrfWoVIii1,audio_features,spotify:track:6iZUMnyTlmd5XrfWoVIii1,0.245
4817,0.288,https://api.spotify.com/v1/audio-analysis/3QC1CWxsV2tMsofyLCi1z3,0.397,297836,0.701,3QC1CWxsV2tMsofyLCi1z3,2.67e-06,9,0.0684,-6.395,0,0.0938,105.452,4,https://api.spotify.com/v1/tracks/3QC1CWxsV2tMsofyLCi1z3,audio_features,spotify:track:3QC1CWxsV2tMsofyLCi1z3,0.215
4818,0.905,https://api.spotify.com/v1/audio-analysis/35tPEjkfkSY79Xh2hyPXJC,0.202,282020,0.282,35tPEjkfkSY79Xh2hyPXJC,0.0232,2,0.206,-9.318,0,0.0342,166.54,5,https://api.spotify.com/v1/tracks/35tPEjkfkSY79Xh2hyPXJC,audio_features,spotify:track:35tPEjkfkSY79Xh2hyPXJC,0.092
4819,0.965,https://api.spotify.com/v1/audio-analysis/3HdAo87OGNgFXbsw0YOI6p,0.221,198818,0.198,3HdAo87OGNgFXbsw0YOI6p,0.000861,6,0.146,-11.109,0,0.0427,178.848,3,https://api.spotify.com/v1/tracks/3HdAo87OGNgFXbsw0YOI6p,audio_features,spotify:track:3HdAo87OGNgFXbsw0YOI6p,0.261
4820,0.915,https://api.spotify.com/v1/audio-analysis/32M39uNULbh94QMGLYD81i,0.232,104953,0.198,32M39uNULbh94QMGLYD81i,0.845,9,0.484,-13.881,1,0.0358,88.837,3,https://api.spotify.com/v1/tracks/32M39uNULbh94QMGLYD81i,audio_features,spotify:track:32M39uNULbh94QMGLYD81i,0.246
4821,0.621,https://api.spotify.com/v1/audio-analysis/64HBVdvoUinUfLbEKhhvUk,0.19,281358,0.522,64HBVdvoUinUfLbEKhhvUk,0.00666,5,0.244,-8.303,1,0.117,55.4,4,https://api.spotify.com/v1/tracks/64HBVdvoUinUfLbEKhhvUk,audio_features,spotify:track:64HBVdvoUinUfLbEKhhvUk,0.269
4822,0.946,https://api.spotify.com/v1/audio-analysis/1BPpL3HxfDWFEZlBmLp22S,0.223,287498,0.155,1BPpL3HxfDWFEZlBmLp22S,0.000386,10,0.106,-11.813,1,0.0422,171.062,5,https://api.spotify.com/v1/tracks/1BPpL3HxfDWFEZlBmLp22S,audio_features,spotify:track:1BPpL3HxfDWFEZlBmLp22S,0.183
4823,0.0443,https://api.spotify.com/v1/audio-analysis/6Kz3o55LxMA11GbvFXHFtX,0.687,252360,0.635,6Kz3o55LxMA11GbvFXHFtX,0.0252,2,0.0963,-14.667,1,0.0365,109.448,4,https://api.spotify.com/v1/tracks/6Kz3o55LxMA11GbvFXHFtX,audio_features,spotify:track:6Kz3o55LxMA11GbvFXHFtX,0.546
4824,0.00545,https://api.spotify.com/v1/audio-analysis/7JzOlDVEgVJQPYvfadKGue,0.655,290907,0.675,7JzOlDVEgVJQPYvfadKGue,0.0315,4,0.488,-11.165,0,0.0308,116.193,4,https://api.spotify.com/v1/tracks/7JzOlDVEgVJQPYvfadKGue,audio_features,spotify:track:7JzOlDVEgVJQPYvfadKGue,0.721
4825,0.0297,https://api.spotify.com/v1/audio-analysis/0NNgY2gc1TUwBQoVp98Fxw,0.619,282560,0.401,0NNgY2gc1TUwBQoVp98Fxw,0.00355,1,0.0701,-11.746,1,0.0339,136.21,4,https://api.spotify.com/v1/tracks/0NNgY2gc1TUwBQoVp98Fxw,audio_features,spotify:track:0NNgY2gc1TUwBQoVp98Fxw,0.815
4826,0.0565,https://api.spotify.com/v1/audio-analysis/7kDSKKXhFd6P1hai5sjewG,0.726,201533,0.506,7kDSKKXhFd6P1hai5sjewG,0.0873,7,0.949,-12.948,1,0.0383,124.232,4,https://api.spotify.com/v1/tracks/7kDSKKXhFd6P1hai5sjewG,audio_features,spotify:track:7kDSKKXhFd6P1hai5sjewG,0.717
4827,0.963,https://api.spotify.com/v1/audio-analysis/61QEkw7VnsH9kWUm1Zjunq,0.337,273400,0.151,61QEkw7VnsH9kWUm1Zjunq,5.97e-05,7,0.147,-14.921,1,0.0377,85.224,3,https://api.spotify.com/v1/tracks/61QEkw7VnsH9kWUm1Zjunq,audio_features,spotify:track:61QEkw7VnsH9kWUm1Zjunq,0.079
4828,7.18e-05,https://api.spotify.com/v1/audio-analysis/6K0g7J6sKHwvDF6b2KGN3t,0.722,236640,0.723,6K0g7J6sKHwvDF6b2KGN3t,0.0163,1,0.142,-12.248,0,0.0934,118.593,4,https://api.spotify.com/v1/tracks/6K0g7J6sKHwvDF6b2KGN3t,audio_features,spotify:track:6K0g7J6sKHwvDF6b2KGN3t,0.532
4829,0.00403,https://api.spotify.com/v1/audio-analysis/2w23e7ezIYFvXuMquuxAGQ,0.616,324267,0.516,2w23e7ezIYFvXuMquuxAGQ,0.0027,0,0.112,-13.334,1,0.0356,105.174,4,https://api.spotify.com/v1/tracks/2w23e7ezIYFvXuMquuxAGQ,audio_features,spotify:track:2w23e7ezIYFvXuMquuxAGQ,0.188
4830,0.0861,https://api.spotify.com/v1/audio-analysis/5K2ZAJ7GezwevGYBuh9rct,0.639,234467,0.291,5K2ZAJ7GezwevGYBuh9rct,0.00276,7,0.117,-14.044,1,0.0306,104.61,4,https://api.spotify.com/v1/tracks/5K2ZAJ7GezwevGYBuh9rct,audio_features,spotify:track:5K2ZAJ7GezwevGYBuh9rct,0.127
