,acousticness,analysis_url,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,type,uri,valence
1720,0.162,https://api.spotify.com/v1/audio-analysis/0N6iPrHT6R1pPNpr7RYRue,0.301,580093,0.552,0N6iPrHT6R1pPNpr7RYRue,0.0319,8,0.107,-13.293,0,0.0798,116.197,3,https://api.spotify.com/v1/tracks/0N6iPrHT6R1pPNpr7RYRue,audio_features,spotify:track:0N6iPrHT6R1pPNpr7RYRue,0.352
1721,0.837,https://api.spotify.com/v1/audio-analysis/739IyMNaamrjgXW9r6YXbi,0.331,689840,0.505,739IyMNaamrjgXW9r6YXbi,0.907,0,0.73,-13.696,0,0.05,92.426,4,https://api.spotify.com/v1/tracks/739IyMNaamrjgXW9r6YXbi,audio_features,spotify:track:739IyMNaamrjgXW9r6YXbi,0.582
1722,0.92,https://api.spotify.com/v1/audio-analysis/07ssqqEMPDeTHh59JKFZIc,0.175,176987,0.35,07ssqqEMPDeTHh59JKFZIc,0.755,4,0.155,-9.744,1,0.0287,95.204,4,https://api.spotify.com/v1/tracks/07ssqqEMPDeTHh59JKFZIc,audio_features,spotify:track:07ssqqEMPDeTHh59JKFZIc,0.314
1723,0.981,https://api.spotify.com/v1/audio-analysis/0XLH43dcYq2pOe7COx8gPT,0.351,190067,0.0225,0XLH43dcYq2pOe7COx8gPT,0.828,4,0.082,-30.405,0,0.0423,80.9,5,https://api.spotify.com/v1/tracks/0XLH43dcYq2pOe7COx8gPT,audio_features,spotify:track:0XLH43dcYq2pOe7COx8gPT,0.0994
1724,0.725,https://api.spotify.com/v1/audio-analysis/0MycPuDVLvPXTeXHHe2xzZ,0.47,687267,0.701,0MycPuDVLvPXTeXHHe2xzZ,0.786,2,0.121,-10.189,1,0.0861,117.323,3,https://api.spotify.com/v1/tracks/0MycPuDVLvPXTeXHHe2xzZ,audio_features,spotify:track:0MycPuDVLvPXTeXHHe2xzZ,0.399
1725,0.882,https://api.spotify.com/v1/audio-analysis/7vrOjXJ3Oht6fFYxwoEV5J,0.352,568947,0.0433,7vrOjXJ3Oht6fFYxwoEV5J,0.938,10,0.0985,-24.963,1,0.0309,66.549,4,https://api.spotify.com/v1/tracks/7vrOjXJ3Oht6fFYxwoEV5J,audio_features,spotify:track:7vrOjXJ3Oht6fFYxwoEV5J,0.0645
1726,0.811,https://api.spotify.com/v1/audio-analysis/2GhbArPFGKMMPiEJjYEglL,0.312,216147,0.426,2GhbArPFGKMMPiEJjYEglL,0.862,9,0.0759,-19.197,1,0.0455,100.738,4,https://api.spotify.com/v1/tracks/2GhbArPFGKMMPiEJjYEglL,audio_features,spotify:track:2GhbArPFGKMMPiEJjYEglL,0.199
1727,0.71,https://api.spotify.com/v1/audio-analysis/53QJB15BVbb5S4MzvKZnuI,0.178,361947,0.26,53QJB15BVbb5S4MzvKZnuI,0.71,8,0.107,-14.964,1,0.0463,71.002,4,https://api.spotify.com/v1/tracks/53QJB15BVbb5S4MzvKZnuI,audio_features,spotify:track:53QJB15BVbb5S4MzvKZnuI,0.0993
1728,0.0108,https://api.spotify.com/v1/audio-analysis/1VhyJaKgs5u00awh4gdN0j,0.651,212675,0.692,1VhyJaKgs5u00awh4gdN0j,0.89,6,0.26,-9.434,0,0.0377,121.521,4,https://api.spotify.com/v1/tracks/1VhyJaKgs5u00awh4gdN0j,audio_features,spotify:track:1VhyJaKgs5u00awh4gdN0j,0.822
1729,1.97e-05,https://api.spotify.com/v1/audio-analysis/2SCF5ocGqpOGtcbtZce2Lu,0.553,351094,0.808,2SCF5ocGqpOGtcbtZce2Lu,0.902,1,0.108,-6.147,0,0.0416,119.989,4,https://api.spotify.com/v1/tracks/2SCF5ocGqpOGtcbtZce2Lu,audio_features,spotify:track:2SCF5ocGqpOGtcbtZce2Lu,0.147
1730,0.198,https://api.spotify.com/v1/audio-analysis/0SxINUhYtmLeWSvLXAMauN,0.582,329251,0.806,0SxINUhYtmLeWSvLXAMauN,0.605,4,0.0504,-8.911,0,0.032,120.995,4,https://api.spotify.com/v1/tracks/0SxINUhYtmLeWSvLXAMauN,audio_features,spotify:track:0SxINUhYtmLeWSvLXAMauN,0.909
1731,0.0669,https://api.spotify.com/v1/audio-analysis/6I9ElrlVFjLuzfaGoaGTzQ,0.739,208107,0.668,6I9ElrlVFjLuzfaGoaGTzQ,7.26e-05,2,0.382,-6.871,1,0.0418,126.934,4,https://api.spotify.com/v1/tracks/6I9ElrlVFjLuzfaGoaGTzQ,audio_features,spotify:track:6I9ElrlVFjLuzfaGoaGTzQ,0.876
1732,0.035,https://api.spotify.com/v1/audio-analysis/4XiQZYVE90SHIrn88oqtxR,0.645,258347,0.829,4XiQZYVE90SHIrn88oqtxR,0.00129,5,0.0662,-5.857,1,0.0303,139.961,3,https://api.spotify.com/v1/tracks/4XiQZYVE90SHIrn88oqtxR,audio_features,spotify:track:4XiQZYVE90SHIrn88oqtxR,0.649
1733,0.04,https://api.spotify.com/v1/audio-analysis/2BUUqsBCzhKjhMl91vIvy5,0.581,205040,0.617,2BUUqsBCzhKjhMl91vIvy5,0.000695,0,0.0906,-7.799,1,0.0733,179.98,4,https://api.spotify.com/v1/tracks/2BUUqsBCzhKjhMl91vIvy5,audio_features,spotify:track:2BUUqsBCzhKjhMl91vIvy5,0.904
1734,0.0497,https://api.spotify.com/v1/audio-analysis/2QiCyqD9EqgCALUdKiaBhL,0.703,376493,0.741,2QiCyqD9EqgCALUdKiaBhL,0.24,9,0.107,-9.478,0,0.0281,121.976,4,https://api.spotify.com/v1/tracks/2QiCyqD9EqgCALUdKiaBhL,audio_features,spotify:track:2QiCyqD9EqgCALUdKiaBhL,0.113
1735,0.0245,https://api.spotify.com/v1/audio-analysis/1RkLXZBEsxamtkiKFlasWT,0.436,211400,0.916,1RkLXZBEsxamtkiKFlasWT,0.0,6,0.112,-7.58,0,0.064,191.952,4,https://api.spotify.com/v1/tracks/1RkLXZBEsxamtkiKFlasWT,audio_features,spotify:track:1RkLXZBEsxamtkiKFlasWT,0.417
1736,0.278,https://api.spotify.com/v1/audio-analysis/0SIgFZUT0CLjGlFSdGO0LI,0.683,218000,0.558,0SIgFZUT0CLjGlFSdGO0LI,0.0847,3,0.139,-8.979,1,0.03,100.024,4,https://api.spotify.com/v1/tracks/0SIgFZUT0CLjGlFSdGO0LI,audio_features,spotify:track:0SIgFZUT0CLjGlFSdGO0LI,0.653
1737,0.0304,https://api.spotify.com/v1/audio-analysis/2uizZ5TuG0gRVzOwlc9dhg,0.464,295360,0.545,2uizZ5TuG0gRVzOwlc9dhg,0.00316,9,0.0941,-7.775,0,0.0459,111.974,5,https://api.spotify.com/v1/tracks/2uizZ5TuG0gRVzOwlc9dhg,audio_features,spotify:track:2uizZ5TuG0gRVzOwlc9dhg,0.743
1738,0.189,https://api.spotify.com/v1/audio-analysis/7G5gckAH967uFJLUGy52Oq,0.659,179120,0.626,7G5gckAH967uFJLUGy52Oq,0.133,7,0.0552,-7.851,1,0.0455,100.005,4,https://api.spotify.com/v1/tracks/7G5gckAH967uFJLUGy52Oq,audio_features,spotify:track:7G5gckAH967uFJLUGy52Oq,0.763
1739,0.959,https://api.spotify.com/v1/audio-analysis/3AP7TjRMqmiUuJXC8s3miM,0.411,173973,0.234,3AP7TjRMqmiUuJXC8s3miM,0.48,7,0.115,-15.788,1,0.0325,74.058,4,https://api.spotify.com/v1/tracks/3AP7TjRMqmiUuJXC8s3miM,audio_features,spotify:track:3AP7TjRMqmiUuJXC8s3miM,0.0554
1740,0.0325,https://api.spotify.com/v1/audio-analysis/2rahhvjLX3J24waaZ0LWqE,0.676,206867,0.697,2rahhvjLX3J24waaZ0LWqE,5.85e-06,9,0.0494,-7.529,0,0.164,133.865,4,https://api.spotify.com/v1/tracks/2rahhvjLX3J24waaZ0LWqE,audio_features,spotify:track:2rahhvjLX3J24waaZ0LWqE,0.398
1741,0.215,https://api.spotify.com/v1/audio-analysis/3d3vjZ0I0X8kFDKyjQEgGP,0.504,204944,0.865,3d3vjZ0I0X8kFDKyjQEgGP,0.93,1,0.129,-15.609,1,0.198,177.883,4,https://api.spotify.com/v1/tracks/3d3vjZ0I0X8kFDKyjQEgGP,audio_features,spotify:track:3d3vjZ0I0X8kFDKyjQEgGP,0.0744
1742,0.144,https://api.spotify.com/v1/audio-analysis/0qwP0u0XS1rSMkbIQSJ8LC,0.426,232174,0.819,0qwP0u0XS1rSMkbIQSJ8LC,9.41e-05,8,0.082,-13.894,1,0.578,92.013,4,https://api.spotify.com/v1/tracks/0qwP0u0XS1rSMkbIQSJ8LC,audio_features,spotify:track:0qwP0u0XS1rSMkbIQSJ8LC,0.094
1743,0.183,https://api.spotify.com/v1/audio-analysis/1EJHdPEuICCOm6veHeIWUu,0.583,236400,0.974,1EJHdPEuICCOm6veHeIWUu,0.183,4,0.347,-11.504,1,0.268,120.008,4,https://api.spotify.com/v1/tracks/1EJHdPEuICCOm6veHeIWUu,audio_features,spotify:track:1EJHdPEuICCOm6veHeIWUu,0.0366
1744,0.0312,https://api.spotify.com/v1/audio-analysis/6s4j12gIvpDoQM216UPz2O,0.296,226667,0.872,6s4j12gIvpDoQM216UPz2O,0.0526,11,0.21,-14.75,1,0.228,171.072,4,https://api.spotify.com/v1/tracks/6s4j12gIvpDoQM216UPz2O,audio_features,spotify:track:6s4j12gIvpDoQM216UPz2O,0.0277
1745,0.243,https://api.spotify.com/v1/audio-analysis/6ZqDsss9yByZzninWJYAT8,0.517,218182,0.905,6ZqDsss9yByZzninWJYAT8,0.569,0,0.11,-15.401,1,0.382,125.32,4,https://api.spotify.com/v1/tracks/6ZqDsss9yByZzninWJYAT8,audio_features,spotify:track:6ZqDsss9yByZzninWJYAT8,0.137
1746,0.093,https://api.spotify.com/v1/audio-analysis/4j0WjKRxUl7WRpWPENzBMQ,0.486,308571,0.999,4j0WjKRxUl7WRpWPENzBMQ,0.858,1,0.355,-6.829,1,0.311,168.012,4,https://api.spotify.com/v1/tracks/4j0WjKRxUl7WRpWPENzBMQ,audio_features,spotify:track:4j0WjKRxUl7WRpWPENzBMQ,0.0157
1747,0.00279,https://api.spotify.com/v1/audio-analysis/655nrG81Lkp1tmMruo13gp,0.538,295500,0.955,655nrG81Lkp1tmMruo13gp,0.714,2,0.352,-10.415,1,0.156,127.017,4,https://api.spotify.com/v1/tracks/655nrG81Lkp1tmMruo13gp,audio_features,spotify:track:655nrG81Lkp1tmMruo13gp,0.0337
1748,0.865,https://api.spotify.com/v1/audio-analysis/25yBqbEbTUra92bO2BWmiE,0.339,260000,0.701,25yBqbEbTUra92bO2BWmiE,0.618,1,0.139,-10.484,1,0.435,116.426,4,https://api.spotify.com/v1/tracks/25yBqbEbTUra92bO2BWmiE,audio_features,spotify:track:25yBqbEbTUra92bO2BWmiE,0.109
1749,0.641,https://api.spotify.com/v1/audio-analysis/2Mqcr1ip6HnGJq6xwURlK9,0.432,219429,0.727,2Mqcr1ip6HnGJq6xwURlK9,0.693,7,0.893,-13.914,1,0.0594,70.016,3,https://api.spotify.com/v1/tracks/2Mqcr1ip6HnGJq6xwURlK9,audio_features,spotify:track:2Mqcr1ip6HnGJq6xwURlK9,0.0532
1750,0.772,https://api.spotify.com/v1/audio-analysis/6M7kUnDQDuftqFe0zrDMvy,0.617,188560,0.454,6M7kUnDQDuftqFe0zrDMvy,0.0192,9,0.112,-9.841,0,0.0478,163.95,4,https://api.spotify.com/v1/tracks/6M7kUnDQDuftqFe0zrDMvy,audio_features,spotify:track:6M7kUnDQDuftqFe0zrDMvy,0.258
1751,0.000647,https://api.spotify.com/v1/audio-analysis/3ZVSZlDs7NTMzenSf31uuI,0.54,161387,0.361,3ZVSZlDs7NTMzenSf31uuI,0.0237,9,0.113,-12.893,0,0.046,95.932,4,https://api.spotify.com/v1/tracks/3ZVSZlDs7NTMzenSf31uuI,audio_features,spotify:track:3ZVSZlDs7NTMzenSf31uuI,0.0785
1752,0.491,https://api.spotify.com/v1/audio-analysis/1ebIC3YRrNVBC9D7LJB4Ig,0.831,247307,0.455,1ebIC3YRrNVBC9D7LJB4Ig,0.00493,9,0.13,-11.115,0,0.117,131.946,4,https://api.spotify.com/v1/tracks/1ebIC3YRrNVBC9D7LJB4Ig,audio_features,spotify:track:1ebIC3YRrNVBC9D7LJB4Ig,0.574
1753,0.672,https://api.spotify.com/v1/audio-analysis/0QKUb8BE9X7gV4HXHZ2bf0,0.556,276667,0.276,0QKUb8BE9X7gV4HXHZ2bf0,0.88,10,0.0921,-15.011,0,0.0385,93.907,4,https://api.spotify.com/v1/tracks/0QKUb8BE9X7gV4HXHZ2bf0,audio_features,spotify:track:0QKUb8BE9X7gV4HXHZ2bf0,0.288
1754,0.781,https://api.spotify.com/v1/audio-analysis/5sIPoGrG4i1agKSFZGI2HY,0.766,318853,0.478,5sIPoGrG4i1agKSFZGI2HY,0.0076,2,0.104,-12.407,1,0.0977,147.126,4,https://api.spotify.com/v1/tracks/5sIPoGrG4i1agKSFZGI2HY,audio_features,spotify:track:5sIPoGrG4i1agKSFZGI2HY,0.856
1755,0.333,https://api.spotify.com/v1/audio-analysis/0t78s10RDPOb1NP6aVOpH9,0.571,212227,0.242,0t78s10RDPOb1NP6aVOpH9,0.0899,4,0.134,-12.742,0,0.194,81.437,5,https://api.spotify.com/v1/tracks/0t78s10RDPOb1NP6aVOpH9,audio_features,spotify:track:0t78s10RDPOb1NP6aVOpH9,0.237
1756,0.706,https://api.spotify.com/v1/audio-analysis/77x4LDT9pEdv17atnTU6Kx,0.357,200000,0.122,77x4LDT9pEdv17atnTU6Kx,0.202,9,0.106,-16.791,1,0.0384,89.975,4,https://api.spotify.com/v1/tracks/77x4LDT9pEdv17atnTU6Kx,audio_features,spotify:track:77x4LDT9pEdv17atnTU6Kx,0.0378
1757,0.565,https://api.spotify.com/v1/audio-analysis/5NTu8VQPOy0S6CEOb04LeI,0.402,182973,0.356,5NTu8VQPOy0S6CEOb04LeI,0.678,5,0.111,-13.887,1,0.0419,100.931,4,https://api.spotify.com/v1/tracks/5NTu8VQPOy0S6CEOb04LeI,audio_features,spotify:track:5NTu8VQPOy0S6CEOb04LeI,0.186
1758,0.777,https://api.spotify.com/v1/audio-analysis/5n7yqTfWLiw7zvrKzNxrGw,0.406,165880,0.343,5n7yqTfWLiw7zvrKzNxrGw,0.000445,11,0.103,-13.164,0,0.0322,100.041,4,https://api.spotify.com/v1/tracks/5n7yqTfWLiw7zvrKzNxrGw,audio_features,spotify:track:5n7yqTfWLiw7zvrKzNxrGw,0.392
1759,0.416,https://api.spotify.com/v1/audio-analysis/58LukKR1UP0cUkwkFj7nSF,0.548,196720,0.374,58LukKR1UP0cUkwkFj7nSF,0.348,9,0.0906,-9.726,0,0.026,94.103,4,https://api.spotify.com/v1/tracks/58LukKR1UP0cUkwkFj7nSF,audio_features,spotify:track:58LukKR1UP0cUkwkFj7nSF,0.247
1760,0.947,https://api.spotify.com/v1/audio-analysis/2EEHigRs3tEf0Nkt0C8LTc,0.119,107521,0.491,2EEHigRs3tEf0Nkt0C8LTc,0.112,3,0.368,-9.855,1,0.037,95.288,3,https://api.spotify.com/v1/tracks/2EEHigRs3tEf0Nkt0C8LTc,audio_features,spotify:track:2EEHigRs3tEf0Nkt0C8LTc,0.0323
1761,0.749,https://api.spotify.com/v1/audio-analysis/2kpiu1oX1urXOdNXxUsyWo,0.341,198250,0.178,2kpiu1oX1urXOdNXxUsyWo,0.739,2,0.172,-19.541,1,0.0593,94.209,4,https://api.spotify.com/v1/tracks/2kpiu1oX1urXOdNXxUsyWo,audio_features,spotify:track:2kpiu1oX1urXOdNXxUsyWo,0.0713
1762,0.989,https://api.spotify.com/v1/audio-analysis/0rlfGg5Ym6J9AA97ah7voH,0.473,201768,0.217,0rlfGg5Ym6J9AA97ah7voH,0.905,1,0.134,-15.662,0,0.032,151.002,3,https://api.spotify.com/v1/tracks/0rlfGg5Ym6J9AA97ah7voH,audio_features,spotify:track:0rlfGg5Ym6J9AA97ah7voH,0.441
1763,0.969,https://api.spotify.com/v1/audio-analysis/60itNhMpJ2LnTdr4QifYnm,0.208,87776,0.325,60itNhMpJ2LnTdr4QifYnm,0.00495,7,0.114,-9.823,1,0.0471,70.819,4,https://api.spotify.com/v1/tracks/60itNhMpJ2LnTdr4QifYnm,audio_features,spotify:track:60itNhMpJ2LnTdr4QifYnm,0.0365
1764,0.693,https://api.spotify.com/v1/audio-analysis/2xOeyBcuqe7fCQc0WSDcFf,0.54,296431,0.42,2xOeyBcuqe7fCQc0WSDcFf,0.857,0,0.211,-10.176,1,0.0336,121.013,4,https://api.spotify.com/v1/tracks/2xOeyBcuqe7fCQc0WSDcFf,audio_features,spotify:track:2xOeyBcuqe7fCQc0WSDcFf,0.11
1765,0.913,https://api.spotify.com/v1/audio-analysis/1Lf0TkErwusSrVQZ8hJedT,0.213,98879,0.358,1Lf0TkErwusSrVQZ8hJedT,0.0229,0,0.271,-10.157,0,0.0353,54.411,4,https://api.spotify.com/v1/tracks/1Lf0TkErwusSrVQZ8hJedT,audio_features,spotify:track:1Lf0TkErwusSrVQZ8hJedT,0.0363
1766,0.625,https://api.spotify.com/v1/audio-analysis/18J18madM6frGZE09uBzVo,0.335,169970,0.731,18J18madM6frGZE09uBzVo,0.87,2,0.479,-11.024,1,0.0677,120.129,4,https://api.spotify.com/v1/tracks/18J18madM6frGZE09uBzVo,audio_features,spotify:track:18J18madM6frGZE09uBzVo,0.127
1767,0.995,https://api.spotify.com/v1/audio-analysis/5bbnmcUHizE3TTyi1nMQ0u,0.222,186998,0.144,5bbnmcUHizE3TTyi1nMQ0u,0.804,6,0.136,-19.982,0,0.045,89.906,3,https://api.spotify.com/v1/tracks/5bbnmcUHizE3TTyi1nMQ0u,audio_features,spotify:track:5bbnmcUHizE3TTyi1nMQ0u,0.0359
1768,0.821,https://api.spotify.com/v1/audio-analysis/0cLoy0QrAefRC2VpzazaBy,0.148,96666,0.0823,0cLoy0QrAefRC2VpzazaBy,0.895,0,0.109,-23.8,1,0.0361,138.061,3,https://api.spotify.com/v1/tracks/0cLoy0QrAefRC2VpzazaBy,audio_features,spotify:track:0cLoy0QrAefRC2VpzazaBy,0.0364
1769,0.948,https://api.spotify.com/v1/audio-analysis/5fcHov0XeACU2e7tj2IFAV,0.305,178399,0.301,5fcHov0XeACU2e7tj2IFAV,0.811,8,0.15,-14.128,1,0.0294,172.105,5,https://api.spotify.com/v1/tracks/5fcHov0XeACU2e7tj2IFAV,audio_features,spotify:track:5fcHov0XeACU2e7tj2IFAV,0.0363
1770,0.995,https://api.spotify.com/v1/audio-analysis/1CS5g9Xg2cBZasUgrocKvP,0.182,136001,0.139,1CS5g9Xg2cBZasUgrocKvP,0.968,0,0.105,-17.992,0,0.0397,65.825,4,https://api.spotify.com/v1/tracks/1CS5g9Xg2cBZasUgrocKvP,audio_features,spotify:track:1CS5g9Xg2cBZasUgrocKvP,0.0713
1771,0.97,https://api.spotify.com/v1/audio-analysis/74oW97DE8fZLUXOQ6mLrSo,0.254,108855,0.218,74oW97DE8fZLUXOQ6mLrSo,0.188,8,0.0848,-20.186,1,0.0613,81.29,4,https://api.spotify.com/v1/tracks/74oW97DE8fZLUXOQ6mLrSo,audio_features,spotify:track:74oW97DE8fZLUXOQ6mLrSo,0.0574
1772,0.974,https://api.spotify.com/v1/audio-analysis/3Cs3xZgZCL2vRwKTBnoAG8,0.186,267455,0.3,3Cs3xZgZCL2vRwKTBnoAG8,0.924,9,0.0672,-12.141,0,0.0368,96.563,3,https://api.spotify.com/v1/tracks/3Cs3xZgZCL2vRwKTBnoAG8,audio_features,spotify:track:3Cs3xZgZCL2vRwKTBnoAG8,0.0877
1773,0.941,https://api.spotify.com/v1/audio-analysis/11gAZWgTKHhlUeWjdI5Ejn,0.252,158201,0.0444,11gAZWgTKHhlUeWjdI5Ejn,0.944,9,0.105,-24.305,0,0.0418,118.91,4,https://api.spotify.com/v1/tracks/11gAZWgTKHhlUeWjdI5Ejn,audio_features,spotify:track:11gAZWgTKHhlUeWjdI5Ejn,0.0567
1774,0.927,https://api.spotify.com/v1/audio-analysis/6EjSuinYsad3T0cfYEQPcF,0.281,384184,0.301,6EjSuinYsad3T0cfYEQPcF,0.721,7,0.098,-14.518,0,0.0397,172.106,5,https://api.spotify.com/v1/tracks/6EjSuinYsad3T0cfYEQPcF,audio_features,spotify:track:6EjSuinYsad3T0cfYEQPcF,0.0357
1775,0.481,https://api.spotify.com/v1/audio-analysis/6HQdf7thegfIMbrmdnB0Dr,0.0915,288731,0.337,6HQdf7thegfIMbrmdnB0Dr,0.845,7,0.41,-10.905,1,0.0355,69.523,3,https://api.spotify.com/v1/tracks/6HQdf7thegfIMbrmdnB0Dr,audio_features,spotify:track:6HQdf7thegfIMbrmdnB0Dr,0.145
1776,0.739,https://api.spotify.com/v1/audio-analysis/4GFK7tdoILTIne4rGWcM77,0.131,68075,0.347,4GFK7tdoILTIne4rGWcM77,0.963,0,0.228,-15.446,0,0.0383,86.758,4,https://api.spotify.com/v1/tracks/4GFK7tdoILTIne4rGWcM77,audio_features,spotify:track:4GFK7tdoILTIne4rGWcM77,0.153
1777,0.515,https://api.spotify.com/v1/audio-analysis/22qaM4et9ap7V54egVGJTq,0.159,44223,0.173,22qaM4et9ap7V54egVGJTq,0.771,1,0.116,-13.821,0,0.0435,134.172,4,https://api.spotify.com/v1/tracks/22qaM4et9ap7V54egVGJTq,audio_features,spotify:track:22qaM4et9ap7V54egVGJTq,0.0298
1778,0.824,https://api.spotify.com/v1/audio-analysis/42sIVwuCJ99eonzQelaz9n,0.173,423018,0.372,42sIVwuCJ99eonzQelaz9n,0.866,1,0.108,-13.323,0,0.0362,142.925,3,https://api.spotify.com/v1/tracks/42sIVwuCJ99eonzQelaz9n,audio_features,spotify:track:42sIVwuCJ99eonzQelaz9n,0.0356
1779,0.951,https://api.spotify.com/v1/audio-analysis/4vDpCHuGRqj11E3u6vazVy,0.185,841720,0.112,4vDpCHuGRqj11E3u6vazVy,0.956,10,0.0934,-22.154,0,0.0404,130.652,4,https://api.spotify.com/v1/tracks/4vDpCHuGRqj11E3u6vazVy,audio_features,spotify:track:4vDpCHuGRqj11E3u6vazVy,0.0271
1780,0.987,https://api.spotify.com/v1/audio-analysis/7qQ9Zir7UT8cBeGHAHIqSJ,0.608,58723,0.198,7qQ9Zir7UT8cBeGHAHIqSJ,0.418,10,0.386,-20.212,1,0.698,71.124,4,https://api.spotify.com/v1/tracks/7qQ9Zir7UT8cBeGHAHIqSJ,audio_features,spotify:track:7qQ9Zir7UT8cBeGHAHIqSJ,0.0771
1781,0.254,https://api.spotify.com/v1/audio-analysis/35JU1kci4FXFjCVYqNHe5T,0.207,74938,0.126,35JU1kci4FXFjCVYqNHe5T,0.933,10,0.11,-13.001,1,0.0336,86.762,5,https://api.spotify.com/v1/tracks/35JU1kci4FXFjCVYqNHe5T,audio_features,spotify:track:35JU1kci4FXFjCVYqNHe5T,0.0331
1782,0.0147,https://api.spotify.com/v1/audio-analysis/74hnCqoBekV3fj5ACDKNIP,0.198,34459,0.397,74hnCqoBekV3fj5ACDKNIP,0.513,3,0.121,-13.971,1,0.0429,86.788,4,https://api.spotify.com/v1/tracks/74hnCqoBekV3fj5ACDKNIP,audio_features,spotify:track:74hnCqoBekV3fj5ACDKNIP,0.0395
1783,0.261,https://api.spotify.com/v1/audio-analysis/2dM2GD94P5kVtTSYWSslJT,0.173,150225,0.745,2dM2GD94P5kVtTSYWSslJT,0.609,6,0.059,-11.084,0,0.151,108.85,1,https://api.spotify.com/v1/tracks/2dM2GD94P5kVtTSYWSslJT,audio_features,spotify:track:2dM2GD94P5kVtTSYWSslJT,0.0361
1784,0.156,https://api.spotify.com/v1/audio-analysis/1Ld431kjETM1EcSpuicA8d,0.189,166466,0.234,1Ld431kjETM1EcSpuicA8d,0.93,2,0.157,-11.476,1,0.108,82.174,4,https://api.spotify.com/v1/tracks/1Ld431kjETM1EcSpuicA8d,audio_features,spotify:track:1Ld431kjETM1EcSpuicA8d,0.03
1785,0.000552,https://api.spotify.com/v1/audio-analysis/6zZLUr7fpTr740PUak2JRY,0.555,149500,0.542,6zZLUr7fpTr740PUak2JRY,1.86e-05,4,0.174,-9.821,0,0.027,131.908,4,https://api.spotify.com/v1/tracks/6zZLUr7fpTr740PUak2JRY,audio_features,spotify:track:6zZLUr7fpTr740PUak2JRY,0.57
1786,1.82e-05,https://api.spotify.com/v1/audio-analysis/38HHKsAfsuboKPa7tE5HuT,0.482,283500,0.478,38HHKsAfsuboKPa7tE5HuT,0.00543,11,0.211,-10.839,0,0.0292,137.01,4,https://api.spotify.com/v1/tracks/38HHKsAfsuboKPa7tE5HuT,audio_features,spotify:track:38HHKsAfsuboKPa7tE5HuT,0.353
1787,3.7e-06,https://api.spotify.com/v1/audio-analysis/4RAPnezDfT29QfvaT56gea,0.456,309000,0.788,4RAPnezDfT29QfvaT56gea,0.781,0,0.0793,-9.342,1,0.0305,131.934,4,https://api.spotify.com/v1/tracks/4RAPnezDfT29QfvaT56gea,audio_features,spotify:track:4RAPnezDfT29QfvaT56gea,0.875
1788,8.59e-05,https://api.spotify.com/v1/audio-analysis/6EnfFX0m0xV6zxkqbDOrSr,0.487,281000,0.687,6EnfFX0m0xV6zxkqbDOrSr,0.0394,0,0.102,-9.796,1,0.0337,132.118,4,https://api.spotify.com/v1/tracks/6EnfFX0m0xV6zxkqbDOrSr,audio_features,spotify:track:6EnfFX0m0xV6zxkqbDOrSr,0.472
1789,0.000732,https://api.spotify.com/v1/audio-analysis/1mQHZVMJQtBYX8yN61hc1O,0.506,264000,0.499,1mQHZVMJQtBYX8yN61hc1O,0.0185,3,0.151,-9.928,1,0.0283,105.118,4,https://api.spotify.com/v1/tracks/1mQHZVMJQtBYX8yN61hc1O,audio_features,spotify:track:1mQHZVMJQtBYX8yN61hc1O,0.302
1790,0.000443,https://api.spotify.com/v1/audio-analysis/1mYTZHaR5WQQ0opqu305GJ,0.492,216000,0.806,1mYTZHaR5WQQ0opqu305GJ,0.0,4,0.148,-9.625,0,0.0296,132.12,4,https://api.spotify.com/v1/tracks/1mYTZHaR5WQQ0opqu305GJ,audio_features,spotify:track:1mYTZHaR5WQQ0opqu305GJ,0.514
1791,2.3e-05,https://api.spotify.com/v1/audio-analysis/2OeDu5bknilcQENHalle3f,0.384,226000,0.805,2OeDu5bknilcQENHalle3f,6.77e-05,2,0.0617,-9.517,0,0.0327,156.814,4,https://api.spotify.com/v1/tracks/2OeDu5bknilcQENHalle3f,audio_features,spotify:track:2OeDu5bknilcQENHalle3f,0.774
1792,2.74e-06,https://api.spotify.com/v1/audio-analysis/0Z1PZUxCVbHE5E4wWC4359,0.42,157500,0.521,0Z1PZUxCVbHE5E4wWC4359,0.0055,0,0.261,-9.129,1,0.0315,138.141,4,https://api.spotify.com/v1/tracks/0Z1PZUxCVbHE5E4wWC4359,audio_features,spotify:track:0Z1PZUxCVbHE5E4wWC4359,0.648
1793,2.41e-05,https://api.spotify.com/v1/audio-analysis/4LtiKUAskVazw3zpRfDmiD,0.318,169555,0.724,4LtiKUAskVazw3zpRfDmiD,0.0271,9,0.0615,-7.914,0,0.0392,173.974,4,https://api.spotify.com/v1/tracks/4LtiKUAskVazw3zpRfDmiD,audio_features,spotify:track:4LtiKUAskVazw3zpRfDmiD,0.83
1794,1.7e-05,https://api.spotify.com/v1/audio-analysis/151qTPfAEfPRkcCtatJzZh,0.337,160734,0.948,151qTPfAEfPRkcCtatJzZh,0.0,1,0.0726,-9.522,1,0.0773,162.927,4,https://api.spotify.com/v1/tracks/151qTPfAEfPRkcCtatJzZh,audio_features,spotify:track:151qTPfAEfPRkcCtatJzZh,0.315
