,acousticness,analysis_url,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,target,tempo,time_signature,track_href,type,uri,valence
0,0.005,https://api.spotify.com/v1/audio-analysis/3CSH5mED5047RR6gXalpp3,0.324,67933,0.569,3CSH5mED5047RR6gXalpp3,0.543,4,0.649,-16.463,1,0.0703,0,78.543,4,https://api.spotify.com/v1/tracks/3CSH5mED5047RR6gXalpp3,audio_features,spotify:track:3CSH5mED5047RR6gXalpp3,0.519
1,7.71e-05,https://api.spotify.com/v1/audio-analysis/6v4sQqDUB1iYjrcfKsUsF6,0.158,310093,0.907,6v4sQqDUB1iYjrcfKsUsF6,3.57e-06,4,0.308,-7.64,0,0.078,0,172.425,4,https://api.spotify.com/v1/tracks/6v4sQqDUB1iYjrcfKsUsF6,audio_features,spotify:track:6v4sQqDUB1iYjrcfKsUsF6,0.359
2,0.00197,https://api.spotify.com/v1/audio-analysis/1VKFrnYHKiJFptgAJyGcMz,0.287,262747,0.978,1VKFrnYHKiJFptgAJyGcMz,0.0,11,0.0937,-6.737,0,0.0914,0,150.122,4,https://api.spotify.com/v1/tracks/1VKFrnYHKiJFptgAJyGcMz,audio_features,spotify:track:1VKFrnYHKiJFptgAJyGcMz,0.457
3,0.00128,https://api.spotify.com/v1/audio-analysis/7BK6Un1D8hy7DflNExO8bV,0.424,304160,0.873,7BK6Un1D8hy7DflNExO8bV,0.0,0,0.206,-7.266,1,0.0643,0,149.003,4,https://api.spotify.com/v1/tracks/7BK6Un1D8hy7DflNExO8bV,audio_features,spotify:track:7BK6Un1D8hy7DflNExO8bV,0.543
4,0.00431,https://api.spotify.com/v1/audio-analysis/0BoNHovbDdeBllIkbVRFCO,0.481,308307,0.887,0BoNHovbDdeBllIkbVRFCO,4.89e-06,11,0.122,-6.599,0,0.0657,0,116.338,3,https://api.spotify.com/v1/tracks/0BoNHovbDdeBllIkbVRFCO,audio_features,spotify:track:0BoNHovbDdeBllIkbVRFCO,0.283
5,3.89e-05,https://api.spotify.com/v1/audio-analysis/0dwtWIKPaj1TnbFnEAzoRb,0.36,315453,0.965,0dwtWIKPaj1TnbFnEAzoRb,3.66e-06,11,0.322,-6.973,0,0.119,0,147.898,4,https://api.spotify.com/v1/tracks/0dwtWIKPaj1TnbFnEAzoRb,audio_features,spotify:track:0dwtWIKPaj1TnbFnEAzoRb,0.118
6,0.000444,https://api.spotify.com/v1/audio-analysis/07QREe91FdXnDtJ2cBAVUs,0.483,280307,0.871,07QREe91FdXnDtJ2cBAVUs,0.000498,0,0.287,-8.033,1,0.041,0,90.98,4,https://api.spotify.com/v1/tracks/07QREe91FdXnDtJ2cBAVUs,audio_features,spotify:track:07QREe91FdXnDtJ2cBAVUs,0.58
7,0.00129,https://api.spotify.com/v1/audio-analysis/1Kv0BjWvl5eNyiq6E4HIrz,0.284,817853,0.881,1Kv0BjWvl5eNyiq6E4HIrz,2.11e-06,9,0.142,-8.635,0,0.0678,0,126.095,4,https://api.spotify.com/v1/tracks/1Kv0BjWvl5eNyiq6E4HIrz,audio_features,spotify:track:1Kv0BjWvl5eNyiq6E4HIrz,0.337
8,5.56e-05,https://api.spotify.com/v1/audio-analysis/3yix9jv4MZRYCR7najlP64,0.417,315680,0.977,3yix9jv4MZRYCR7najlP64,0.00215,4,0.129,-7.746,0,0.104,0,134.928,4,https://api.spotify.com/v1/tracks/3yix9jv4MZRYCR7najlP64,audio_features,spotify:track:3yix9jv4MZRYCR7najlP64,0.122
9,0.00142,https://api.spotify.com/v1/audio-analysis/3vvGZfcL4WwipwGmfvGKoQ,0.416,247587,0.906,3vvGZfcL4WwipwGmfvGKoQ,0.000786,3,0.0849,-3.257,1,0.169,0,130.056,4,https://api.spotify.com/v1/tracks/3vvGZfcL4WwipwGmfvGKoQ,audio_features,spotify:track:3vvGZfcL4WwipwGmfvGKoQ,0.439
10,4.6e-05,https://api.spotify.com/v1/audio-analysis/4rkVv2nJp96RjiWElq3S2n,0.401,287530,0.981,4rkVv2nJp96RjiWElq3S2n,0.354,1,0.298,-8.058,0,0.0869,0,140.031,4,https://api.spotify.com/v1/tracks/4rkVv2nJp96RjiWElq3S2n,audio_features,spotify:track:4rkVv2nJp96RjiWElq3S2n,0.354
11,0.825,https://api.spotify.com/v1/audio-analysis/4eaRDS4kaXFncpLQrw8XEV,0.638,190227,0.228,4eaRDS4kaXFncpLQrw8XEV,2.96e-06,8,0.134,-16.135,0,0.0286,0,81.101,3,https://api.spotify.com/v1/tracks/4eaRDS4kaXFncpLQrw8XEV,audio_features,spotify:track:4eaRDS4kaXFncpLQrw8XEV,0.437
12,0.00953,https://api.spotify.com/v1/audio-analysis/1Q1xUFhz5zXZS3qOjwKwJd,0.313,305993,0.958,1Q1xUFhz5zXZS3qOjwKwJd,0.000216,0,0.19,-5.831,1,0.0861,0,177.98,4,https://api.spotify.com/v1/tracks/1Q1xUFhz5zXZS3qOjwKwJd,audio_features,spotify:track:1Q1xUFhz5zXZS3qOjwKwJd,0.206
13,0.26,https://api.spotify.com/v1/audio-analysis/5NDGt2224PKAS6ax9CdE07,0.443,198107,0.474,5NDGt2224PKAS6ax9CdE07,0.000415,3,0.16,-13.903,0,0.0322,0,133.042,4,https://api.spotify.com/v1/tracks/5NDGt2224PKAS6ax9CdE07,audio_features,spotify:track:5NDGt2224PKAS6ax9CdE07,0.238
14,0.0839,https://api.spotify.com/v1/audio-analysis/5KWlOAyAprM00VvkM5VUaQ,0.463,334600,0.795,5KWlOAyAprM00VvkM5VUaQ,2.64e-06,10,0.176,-5.567,0,0.0318,0,95.938,3,https://api.spotify.com/v1/tracks/5KWlOAyAprM00VvkM5VUaQ,audio_features,spotify:track:5KWlOAyAprM00VvkM5VUaQ,0.305
15,0.00445,https://api.spotify.com/v1/audio-analysis/6eIveQ3SRArBxIE0RsUQKE,0.559,233867,0.864,6eIveQ3SRArBxIE0RsUQKE,0.00313,2,0.0625,-3.989,0,0.0423,0,127.983,4,https://api.spotify.com/v1/tracks/6eIveQ3SRArBxIE0RsUQKE,audio_features,spotify:track:6eIveQ3SRArBxIE0RsUQKE,0.291
16,0.000108,https://api.spotify.com/v1/audio-analysis/6kihWYVFxyCZNHjtKGwzRN,0.493,259280,0.892,6kihWYVFxyCZNHjtKGwzRN,0.0007,9,0.118,-5.124,1,0.0424,0,148.02,4,https://api.spotify.com/v1/tracks/6kihWYVFxyCZNHjtKGwzRN,audio_features,spotify:track:6kihWYVFxyCZNHjtKGwzRN,0.398
17,8.87e-06,https://api.spotify.com/v1/audio-analysis/5YVtUOfXZlPKOrNIUggOqQ,0.441,248547,0.948,5YVtUOfXZlPKOrNIUggOqQ,0.0218,4,0.34,-6.241,0,0.0504,0,79.516,4,https://api.spotify.com/v1/tracks/5YVtUOfXZlPKOrNIUggOqQ,audio_features,spotify:track:5YVtUOfXZlPKOrNIUggOqQ,0.483
18,0.000117,https://api.spotify.com/v1/audio-analysis/28TcG73tbc4iGrGBFjiBnR,0.575,223867,0.881,28TcG73tbc4iGrGBFjiBnR,2.69e-05,9,0.147,-13.012,1,0.0357,0,132.127,4,https://api.spotify.com/v1/tracks/28TcG73tbc4iGrGBFjiBnR,audio_features,spotify:track:28TcG73tbc4iGrGBFjiBnR,0.699
19,0.000536,https://api.spotify.com/v1/audio-analysis/7na6H8XHBr9g3Q4iDbJoIP,0.519,448213,0.969,7na6H8XHBr9g3Q4iDbJoIP,0.000572,7,0.174,-4.029,1,0.105,0,139.967,4,https://api.spotify.com/v1/tracks/7na6H8XHBr9g3Q4iDbJoIP,audio_features,spotify:track:7na6H8XHBr9g3Q4iDbJoIP,0.151
20,4.09e-05,https://api.spotify.com/v1/audio-analysis/1CMB0mrYYuapV7jqFLpLLC,0.443,282010,0.977,1CMB0mrYYuapV7jqFLpLLC,3.45e-06,0,0.232,-3.442,0,0.104,0,94.49,4,https://api.spotify.com/v1/tracks/1CMB0mrYYuapV7jqFLpLLC,audio_features,spotify:track:1CMB0mrYYuapV7jqFLpLLC,0.224
21,0.000202,https://api.spotify.com/v1/audio-analysis/1tgc4mGi7cE2CJt0FYKxzT,0.305,376291,0.959,1tgc4mGi7cE2CJt0FYKxzT,0.00144,2,0.29,-3.594,1,0.0917,0,176.02,4,https://api.spotify.com/v1/tracks/1tgc4mGi7cE2CJt0FYKxzT,audio_features,spotify:track:1tgc4mGi7cE2CJt0FYKxzT,0.123
22,0.72,https://api.spotify.com/v1/audio-analysis/5uFdSxgjdgIEqULdn4UgyL,0.31,293911,0.695,5uFdSxgjdgIEqULdn4UgyL,5.31e-06,0,0.314,-5.3,1,0.0297,0,135.174,4,https://api.spotify.com/v1/tracks/5uFdSxgjdgIEqULdn4UgyL,audio_features,spotify:track:5uFdSxgjdgIEqULdn4UgyL,0.278
23,0.68,https://api.spotify.com/v1/audio-analysis/4toxPSyMJZWsJn4mUfYzxN,0.325,212500,0.413,4toxPSyMJZWsJn4mUfYzxN,0.0,9,0.11,-7.289,0,0.0296,0,120.867,3,https://api.spotify.com/v1/tracks/4toxPSyMJZWsJn4mUfYzxN,audio_features,spotify:track:4toxPSyMJZWsJn4mUfYzxN,0.137
24,1.18e-05,https://api.spotify.com/v1/audio-analysis/3fSkHShTeYoHD24W35zQsu,0.327,367164,0.989,3fSkHShTeYoHD24W35zQsu,0.00084,0,0.323,-3.152,0,0.196,0,157.138,4,https://api.spotify.com/v1/tracks/3fSkHShTeYoHD24W35zQsu,audio_features,spotify:track:3fSkHShTeYoHD24W35zQsu,0.239
25,5.25e-05,https://api.spotify.com/v1/audio-analysis/2SPJYMTZiVqjVMedyFTjmn,0.465,282500,0.981,2SPJYMTZiVqjVMedyFTjmn,0.00276,5,0.361,-3.879,0,0.139,0,129.055,4,https://api.spotify.com/v1/tracks/2SPJYMTZiVqjVMedyFTjmn,audio_features,spotify:track:2SPJYMTZiVqjVMedyFTjmn,0.167
26,0.000452,https://api.spotify.com/v1/audio-analysis/1PpyVlpR36O2uH2fmLAB7V,0.304,360160,0.893,1PpyVlpR36O2uH2fmLAB7V,0.000262,2,0.257,-3.565,0,0.0601,0,178.944,4,https://api.spotify.com/v1/tracks/1PpyVlpR36O2uH2fmLAB7V,audio_features,spotify:track:1PpyVlpR36O2uH2fmLAB7V,0.223
27,0.963,https://api.spotify.com/v1/audio-analysis/7b74vZbTFt6AKtmC9lxYIy,0.0859,130600,0.152,7b74vZbTFt6AKtmC9lxYIy,0.78,7,0.0778,-14.669,1,0.0376,0,178.202,4,https://api.spotify.com/v1/tracks/7b74vZbTFt6AKtmC9lxYIy,audio_features,spotify:track:7b74vZbTFt6AKtmC9lxYIy,0.0374
28,0.000293,https://api.spotify.com/v1/audio-analysis/5cOX7jJmCovyMDFD5eVh8S,0.436,356800,0.934,5cOX7jJmCovyMDFD5eVh8S,0.000867,0,0.155,-3.896,0,0.0431,0,99.485,4,https://api.spotify.com/v1/tracks/5cOX7jJmCovyMDFD5eVh8S,audio_features,spotify:track:5cOX7jJmCovyMDFD5eVh8S,0.33
29,0.000198,https://api.spotify.com/v1/audio-analysis/1cYPLoyjJfyiBxlQIRvX5m,0.451,248720,0.925,1cYPLoyjJfyiBxlQIRvX5m,0.00128,9,0.127,-4.191,0,0.059,0,91.026,4,https://api.spotify.com/v1/tracks/1cYPLoyjJfyiBxlQIRvX5m,audio_features,spotify:track:1cYPLoyjJfyiBxlQIRvX5m,0.209
30,5.43e-05,https://api.spotify.com/v1/audio-analysis/4udSjoLKVU8TDZShRbzyoA,0.226,408427,0.937,4udSjoLKVU8TDZShRbzyoA,0.00243,11,0.199,-4.079,0,0.0897,0,102.426,4,https://api.spotify.com/v1/tracks/4udSjoLKVU8TDZShRbzyoA,audio_features,spotify:track:4udSjoLKVU8TDZShRbzyoA,0.179
31,0.00123,https://api.spotify.com/v1/audio-analysis/2BvZiJ7kJvcYTg5uiCqfoG,0.291,343627,0.854,2BvZiJ7kJvcYTg5uiCqfoG,1.53e-05,9,0.289,-4.577,0,0.0684,0,132.907,4,https://api.spotify.com/v1/tracks/2BvZiJ7kJvcYTg5uiCqfoG,audio_features,spotify:track:2BvZiJ7kJvcYTg5uiCqfoG,0.217
32,0.00303,https://api.spotify.com/v1/audio-analysis/0K2xN77A1VxvB5tXaRLba9,0.305,340453,0.886,0K2xN77A1VxvB5tXaRLba9,0.000132,7,0.062,-3.891,1,0.051,0,108.729,4,https://api.spotify.com/v1/tracks/0K2xN77A1VxvB5tXaRLba9,audio_features,spotify:track:0K2xN77A1VxvB5tXaRLba9,0.515
33,0.000452,https://api.spotify.com/v1/audio-analysis/1PpyVlpR36O2uH2fmLAB7V,0.304,360160,0.893,1PpyVlpR36O2uH2fmLAB7V,0.000262,2,0.257,-3.565,0,0.0601,0,178.944,4,https://api.spotify.com/v1/tracks/1PpyVlpR36O2uH2fmLAB7V,audio_features,spotify:track:1PpyVlpR36O2uH2fmLAB7V,0.223
34,0.00216,https://api.spotify.com/v1/audio-analysis/2AdjV0bTg6vvy4WWOUXvoC,0.358,404867,0.958,2AdjV0bTg6vvy4WWOUXvoC,7.27e-06,9,0.101,-2.946,1,0.105,0,169.029,4,https://api.spotify.com/v1/tracks/2AdjV0bTg6vvy4WWOUXvoC,audio_features,spotify:track:2AdjV0bTg6vvy4WWOUXvoC,0.285
35,0.905,https://api.spotify.com/v1/audio-analysis/5XscsxGjf0QGGz3UP1urA6,0.539,296667,0.32,5XscsxGjf0QGGz3UP1urA6,2.83e-06,0,0.0765,-11.041,0,0.0316,0,115.036,4,https://api.spotify.com/v1/tracks/5XscsxGjf0QGGz3UP1urA6,audio_features,spotify:track:5XscsxGjf0QGGz3UP1urA6,0.0596
36,0.00131,https://api.spotify.com/v1/audio-analysis/2MxyvKuImPqQnFfMQjfcHV,0.253,570453,0.74,2MxyvKuImPqQnFfMQjfcHV,0.0576,2,0.0689,-6.052,1,0.0445,0,91.455,4,https://api.spotify.com/v1/tracks/2MxyvKuImPqQnFfMQjfcHV,audio_features,spotify:track:2MxyvKuImPqQnFfMQjfcHV,0.101
37,0.0146,https://api.spotify.com/v1/audio-analysis/1N5y89pjbYWLVvCEVAo91G,0.262,240413,0.625,1N5y89pjbYWLVvCEVAo91G,0.0,0,0.0788,-7.319,0,0.0403,0,127.885,4,https://api.spotify.com/v1/tracks/1N5y89pjbYWLVvCEVAo91G,audio_features,spotify:track:1N5y89pjbYWLVvCEVAo91G,0.128
38,2.68e-05,https://api.spotify.com/v1/audio-analysis/7b5Mhcp7BgWQjQjmLbXg4R,0.154,409400,0.908,7b5Mhcp7BgWQjQjmLbXg4R,0.0895,1,0.101,-7.347,1,0.172,0,85.055,4,https://api.spotify.com/v1/tracks/7b5Mhcp7BgWQjQjmLbXg4R,audio_features,spotify:track:7b5Mhcp7BgWQjQjmLbXg4R,0.0852
39,0.000198,https://api.spotify.com/v1/audio-analysis/6MnDDZuxMNSy4lHZFQWFG0,0.51,315640,0.944,6MnDDZuxMNSy4lHZFQWFG0,0.127,1,0.403,-6.007,1,0.0498,0,93.966,4,https://api.spotify.com/v1/tracks/6MnDDZuxMNSy4lHZFQWFG0,audio_features,spotify:track:6MnDDZuxMNSy4lHZFQWFG0,0.373
40,0.000394,https://api.spotify.com/v1/audio-analysis/6mCTNLKZct6QpWsWo31nCl,0.315,328413,0.953,6mCTNLKZct6QpWsWo31nCl,5.17e-05,1,0.135,-4.793,0,0.0911,0,193.903,4,https://api.spotify.com/v1/tracks/6mCTNLKZct6QpWsWo31nCl,audio_features,spotify:track:6mCTNLKZct6QpWsWo31nCl,0.188
41,0.0237,https://api.spotify.com/v1/audio-analysis/0XucNOl3w0vZYu9BvzMkXF,0.558,130067,0.721,0XucNOl3w0vZYu9BvzMkXF,0.000312,10,0.122,-9.085,1,0.0472,0,124.109,4,https://api.spotify.com/v1/tracks/0XucNOl3w0vZYu9BvzMkXF,audio_features,spotify:track:0XucNOl3w0vZYu9BvzMkXF,0.691
42,0.00148,https://api.spotify.com/v1/audio-analysis/68FEZXUh1SPSOFlYYgJtEt,0.458,246467,0.937,68FEZXUh1SPSOFlYYgJtEt,0.0,3,0.108,-6.039,0,0.0861,0,121.944,4,https://api.spotify.com/v1/tracks/68FEZXUh1SPSOFlYYgJtEt,audio_features,spotify:track:68FEZXUh1SPSOFlYYgJtEt,0.43
43,0.885,https://api.spotify.com/v1/audio-analysis/4CzUomXk3Sr18jvOpLBpP1,0.423,76560,0.288,4CzUomXk3Sr18jvOpLBpP1,0.00837,1,0.0684,-12.693,1,0.027,0,102.777,4,https://api.spotify.com/v1/tracks/4CzUomXk3Sr18jvOpLBpP1,audio_features,spotify:track:4CzUomXk3Sr18jvOpLBpP1,0.557
44,0.885,https://api.spotify.com/v1/audio-analysis/4CzUomXk3Sr18jvOpLBpP1,0.423,76560,0.288,4CzUomXk3Sr18jvOpLBpP1,0.00837,1,0.0684,-12.693,1,0.027,0,102.777,4,https://api.spotify.com/v1/tracks/4CzUomXk3Sr18jvOpLBpP1,audio_features,spotify:track:4CzUomXk3Sr18jvOpLBpP1,0.557
45,9.66e-05,https://api.spotify.com/v1/audio-analysis/55Jybj1aWRsfsRQgtmnoqP,0.316,374027,0.89,55Jybj1aWRsfsRQgtmnoqP,0.000583,8,0.452,-4.436,1,0.0551,0,180.087,4,https://api.spotify.com/v1/tracks/55Jybj1aWRsfsRQgtmnoqP,audio_features,spotify:track:55Jybj1aWRsfsRQgtmnoqP,0.382
46,0.000903,https://api.spotify.com/v1/audio-analysis/32NUDxvHK5YbAPs5uIZt2n,0.436,207360,0.887,32NUDxvHK5YbAPs5uIZt2n,0.00451,10,0.104,-5.932,0,0.0625,0,145.071,4,https://api.spotify.com/v1/tracks/32NUDxvHK5YbAPs5uIZt2n,audio_features,spotify:track:32NUDxvHK5YbAPs5uIZt2n,0.465
47,0.031,https://api.spotify.com/v1/audio-analysis/7nOzxJZ92Nf0ZBug3XnXfa,0.46,230907,0.829,7nOzxJZ92Nf0ZBug3XnXfa,0.0,0,0.11,-5.272,0,0.0409,0,131.044,4,https://api.spotify.com/v1/tracks/7nOzxJZ92Nf0ZBug3XnXfa,audio_features,spotify:track:7nOzxJZ92Nf0ZBug3XnXfa,0.351
48,0.000124,https://api.spotify.com/v1/audio-analysis/3COA5bZcs25fKAj5DpysCm,0.235,411520,0.82,3COA5bZcs25fKAj5DpysCm,0.134,5,0.106,-4.972,1,0.0531,0,162.79,4,https://api.spotify.com/v1/tracks/3COA5bZcs25fKAj5DpysCm,audio_features,spotify:track:3COA5bZcs25fKAj5DpysCm,0.534
49,8.64e-05,https://api.spotify.com/v1/audio-analysis/5zaGQIcnE6eQZQPpFmLrp5,0.462,189240,0.86,5zaGQIcnE6eQZQPpFmLrp5,0.000837,5,0.543,-5.951,0,0.0421,0,130.002,4,https://api.spotify.com/v1/tracks/5zaGQIcnE6eQZQPpFmLrp5,audio_features,spotify:track:5zaGQIcnE6eQZQPpFmLrp5,0.581
50,0.984,https://api.spotify.com/v1/audio-analysis/4Fcega5VhKQ2JZ6qvZSzc4,0.374,26667,0.112,4Fcega5VhKQ2JZ6qvZSzc4,0.86,5,0.117,-15.651,0,0.0319,0,79.842,3,https://api.spotify.com/v1/tracks/4Fcega5VhKQ2JZ6qvZSzc4,audio_features,spotify:track:4Fcega5VhKQ2JZ6qvZSzc4,0.121
51,0.0065,https://api.spotify.com/v1/audio-analysis/50I0QD6t1TWHAkyggMgSmJ,0.309,329853,0.877,50I0QD6t1TWHAkyggMgSmJ,0.0114,0,0.108,-4.768,0,0.0583,0,122.326,4,https://api.spotify.com/v1/tracks/50I0QD6t1TWHAkyggMgSmJ,audio_features,spotify:track:50I0QD6t1TWHAkyggMgSmJ,0.31
52,0.032,https://api.spotify.com/v1/audio-analysis/0oD7DHCUO7JfqtjOlV0K9Q,0.215,239373,0.693,0oD7DHCUO7JfqtjOlV0K9Q,0.000128,0,0.14,-5.448,0,0.0482,0,90.021,4,https://api.spotify.com/v1/tracks/0oD7DHCUO7JfqtjOlV0K9Q,audio_features,spotify:track:0oD7DHCUO7JfqtjOlV0K9Q,0.223
53,0.605,https://api.spotify.com/v1/audio-analysis/0mikXGExLSpX9w2f3sVTWh,0.297,244440,0.59,0mikXGExLSpX9w2f3sVTWh,2.34e-05,8,0.121,-6.278,0,0.0305,0,110.945,4,https://api.spotify.com/v1/tracks/0mikXGExLSpX9w2f3sVTWh,audio_features,spotify:track:0mikXGExLSpX9w2f3sVTWh,0.269
54,0.000242,https://api.spotify.com/v1/audio-analysis/1D8OlLxgYya4YbRFanxbXh,0.556,220880,0.699,1D8OlLxgYya4YbRFanxbXh,0.00703,8,0.09,-4.48,1,0.0598,0,130.045,4,https://api.spotify.com/v1/tracks/1D8OlLxgYya4YbRFanxbXh,audio_features,spotify:track:1D8OlLxgYya4YbRFanxbXh,0.349
55,0.61,https://api.spotify.com/v1/audio-analysis/6Z9CMNDWFw6x85jDFTNeK5,0.384,313427,0.273,6Z9CMNDWFw6x85jDFTNeK5,0.055,7,0.178,-15.367,1,0.0296,0,141.826,4,https://api.spotify.com/v1/tracks/6Z9CMNDWFw6x85jDFTNeK5,audio_features,spotify:track:6Z9CMNDWFw6x85jDFTNeK5,0.208
56,3.74e-05,https://api.spotify.com/v1/audio-analysis/3BKxS0ttLOtbtlEoxE7Ixt,0.379,211933,0.617,3BKxS0ttLOtbtlEoxE7Ixt,0.75,0,0.27,-8.264,0,0.0319,0,145.049,4,https://api.spotify.com/v1/tracks/3BKxS0ttLOtbtlEoxE7Ixt,audio_features,spotify:track:3BKxS0ttLOtbtlEoxE7Ixt,0.513
57,0.727,https://api.spotify.com/v1/audio-analysis/3S3VoOzfFZz2aUtpprX4Cr,0.267,340747,0.606,3S3VoOzfFZz2aUtpprX4Cr,0.000155,9,0.22,-9.546,0,0.0593,0,133.16,4,https://api.spotify.com/v1/tracks/3S3VoOzfFZz2aUtpprX4Cr,audio_features,spotify:track:3S3VoOzfFZz2aUtpprX4Cr,0.217
58,0.0485,https://api.spotify.com/v1/audio-analysis/0OwpnmVGf3LeADCkWei4ks,0.427,539080,0.493,0OwpnmVGf3LeADCkWei4ks,0.618,4,0.164,-10.44,0,0.0303,0,125.007,4,https://api.spotify.com/v1/tracks/0OwpnmVGf3LeADCkWei4ks,audio_features,spotify:track:0OwpnmVGf3LeADCkWei4ks,0.106
59,0.00446,https://api.spotify.com/v1/audio-analysis/2sWdCAkJzk9zUeBKmXtott,0.469,248027,0.896,2sWdCAkJzk9zUeBKmXtott,0.0,4,0.14,-5.007,0,0.0367,0,79.078,4,https://api.spotify.com/v1/tracks/2sWdCAkJzk9zUeBKmXtott,audio_features,spotify:track:2sWdCAkJzk9zUeBKmXtott,0.663
60,0.000558,https://api.spotify.com/v1/audio-analysis/282RZOdU2idTClxJ7XIltH,0.479,278640,0.9,282RZOdU2idTClxJ7XIltH,0.00105,2,0.326,-6.646,0,0.0425,0,90.996,4,https://api.spotify.com/v1/tracks/282RZOdU2idTClxJ7XIltH,audio_features,spotify:track:282RZOdU2idTClxJ7XIltH,0.554
61,0.00295,https://api.spotify.com/v1/audio-analysis/3PXTDsPCP2dxGiArERTCng,0.263,242040,0.95,3PXTDsPCP2dxGiArERTCng,0.000121,4,0.0908,-6.366,0,0.0954,0,196.728,4,https://api.spotify.com/v1/tracks/3PXTDsPCP2dxGiArERTCng,audio_features,spotify:track:3PXTDsPCP2dxGiArERTCng,0.565
62,4.15e-05,https://api.spotify.com/v1/audio-analysis/1cskECRiWAe2Ryf22T3VjQ,0.375,308787,0.937,1cskECRiWAe2Ryf22T3VjQ,2.39e-05,0,0.262,-7.17,1,0.0859,0,157.119,4,https://api.spotify.com/v1/tracks/1cskECRiWAe2Ryf22T3VjQ,audio_features,spotify:track:1cskECRiWAe2Ryf22T3VjQ,0.388
63,0.000804,https://api.spotify.com/v1/audio-analysis/6vhy208GTwPw18O9R8Fi3j,0.285,817840,0.867,6vhy208GTwPw18O9R8Fi3j,2.08e-06,0,0.138,-8.982,1,0.0758,0,123.141,4,https://api.spotify.com/v1/tracks/6vhy208GTwPw18O9R8Fi3j,audio_features,spotify:track:6vhy208GTwPw18O9R8Fi3j,0.356
64,0.00232,https://api.spotify.com/v1/audio-analysis/2imowW3BiQRWcIBjjjGKAl,0.51,207933,0.973,2imowW3BiQRWcIBjjjGKAl,0.0,6,0.105,-5.277,0,0.0617,0,95.003,4,https://api.spotify.com/v1/tracks/2imowW3BiQRWcIBjjjGKAl,audio_features,spotify:track:2imowW3BiQRWcIBjjjGKAl,0.456
65,0.00101,https://api.spotify.com/v1/audio-analysis/4kDTVFvY7Je2fsqAoW6XoT,0.443,301960,0.863,4kDTVFvY7Je2fsqAoW6XoT,0.0,4,0.147,-7.308,0,0.0742,0,74.457,4,https://api.spotify.com/v1/tracks/4kDTVFvY7Je2fsqAoW6XoT,audio_features,spotify:track:4kDTVFvY7Je2fsqAoW6XoT,0.534
66,1.22e-05,https://api.spotify.com/v1/audio-analysis/2RVlyfMFQr3cpciUctducX,0.393,422587,0.897,2RVlyfMFQr3cpciUctducX,0.0015,1,0.168,-8.773,0,0.0675,0,136.09,4,https://api.spotify.com/v1/tracks/2RVlyfMFQr3cpciUctducX,audio_features,spotify:track:2RVlyfMFQr3cpciUctducX,0.263
67,0.00193,https://api.spotify.com/v1/audio-analysis/6WNdZj4t3VmoADWy1MzVCw,0.22,796773,0.979,6WNdZj4t3VmoADWy1MzVCw,0.00111,4,0.162,-6.657,0,0.164,0,143.854,4,https://api.spotify.com/v1/tracks/6WNdZj4t3VmoADWy1MzVCw,audio_features,spotify:track:6WNdZj4t3VmoADWy1MzVCw,0.116
68,5.36e-06,https://api.spotify.com/v1/audio-analysis/1RcHzL2ORrFXepBTFHANzd,0.346,296493,0.919,1RcHzL2ORrFXepBTFHANzd,0.0074,1,0.349,-7.934,1,0.0698,0,168.828,4,https://api.spotify.com/v1/tracks/1RcHzL2ORrFXepBTFHANzd,audio_features,spotify:track:1RcHzL2ORrFXepBTFHANzd,0.179
69,0.00953,https://api.spotify.com/v1/audio-analysis/1Q1xUFhz5zXZS3qOjwKwJd,0.313,305993,0.958,1Q1xUFhz5zXZS3qOjwKwJd,0.000216,0,0.19,-5.831,1,0.0861,0,177.98,4,https://api.spotify.com/v1/tracks/1Q1xUFhz5zXZS3qOjwKwJd,audio_features,spotify:track:1Q1xUFhz5zXZS3qOjwKwJd,0.206
70,0.0839,https://api.spotify.com/v1/audio-analysis/5KWlOAyAprM00VvkM5VUaQ,0.463,334600,0.795,5KWlOAyAprM00VvkM5VUaQ,2.64e-06,10,0.176,-5.567,0,0.0318,0,95.938,3,https://api.spotify.com/v1/tracks/5KWlOAyAprM00VvkM5VUaQ,audio_features,spotify:track:5KWlOAyAprM00VvkM5VUaQ,0.305
71,4.47e-05,https://api.spotify.com/v1/audio-analysis/3H5HngaOiSsGhcrfgtSOWj,0.175,116332,0.87,3H5HngaOiSsGhcrfgtSOWj,0.799,6,0.178,-4.868,1,0.0458,0,123.468,4,https://api.spotify.com/v1/tracks/3H5HngaOiSsGhcrfgtSOWj,audio_features,spotify:track:3H5HngaOiSsGhcrfgtSOWj,0.46
72,5.29e-05,https://api.spotify.com/v1/audio-analysis/2QY8Ij40HkmgOPWU2tKkFV,0.21,352400,0.984,2QY8Ij40HkmgOPWU2tKkFV,0.0365,0,0.232,-3.081,0,0.125,0,104.697,4,https://api.spotify.com/v1/tracks/2QY8Ij40HkmgOPWU2tKkFV,audio_features,spotify:track:2QY8Ij40HkmgOPWU2tKkFV,0.289
